raw id,id,parent id,parent required value,type,style,layout- DH use,prompt,options,points,score,kpi,validation,default formula,default value,post prompt,Developer to notes,PGH notes,In PR?,In LTC?
9_29_1tF_2,pghq_PFC_waste_9_29_1tF_2,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_3,pghq_PFC_waste_9_29_1tF_3,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_4,pghq_PFC_waste_9_29_1tF_4,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_5,pghq_PFC_waste_9_29_1tF_5,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_6,pghq_PFC_waste_9_29_1tF_6,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_7,pghq_PFC_waste_9_29_1tF_7,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_8,pghq_PFC_waste_9_29_1tF_8,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_9,pghq_PFC_waste_9_29_1tF_9,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_10,pghq_PFC_waste_9_29_1tF_10,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_11,pghq_PFC_waste_9_29_1tF_11,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_12,pghq_PFC_waste_9_29_1tF_12,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
9_29_1tF_13,pghq_PFC_waste_9_29_1tF_13,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,,,,,,,,Yes
9_29_1tF_14,pghq_PFC_waste_9_29_1tF_14,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,,,,,,,,Yes
9_29_1tF_15,pghq_PFC_waste_9_29_1tF_15,pghq_PFC_waste_9_27,Yes,text,default,,,,,,,,,,,,,,Yes
9_30,pghq_PFC_waste_9_30,,,html,default,,Describe your <b>most successful and/or innovative Hazardous Waste Minimization/Recycling program(s)</b> this past year.  Please use complete sentences.,,,,,,,,,,,,Yes
9_31,pghq_PFC_waste_9_31,,,text,textarea,,Success 1:,,2,2,,,,,,,,,Yes
9_32,pghq_PFC_waste_9_32,,,text,textarea,,Success 2:,,2,2,,,,,,,,,Yes
9_33,pghq_PFC_waste_9_33,,,text,textarea,,Success 3:,,2,2,,,,,,,,,Yes
9_34,pghq_PFC_waste_9_34,,,file,default,,Text: Please attach any additional documentation (optional):,,1,1,,,,,,,,,Yes
PFC,Waste,Waste Summary,,,,,,,,,,,,,,,,,Yes
10_1,pghq_PFC_waste_10_1,,,html,non-numbered,,"The following items have been <b>automatically calculated</b> based on the information that was provided in Tables A, C, E and Appendix A. If the numbers do not look accurate, check the tonnage and costs entered in those Tables.",,,,,,,,,,,,Yes
10_1_tG,pghq_PFC_waste_10_1_tG,,,container,table,",Total Tonnage (Baseline),Total Cost (Baseline),Total Tonnage (Current),Total Cost (Current);Total Waste,pghq_PFC_waste_10_1_tG_1,pghq_PFC_waste_10_1_tG_2,pghq_PFC_waste_10_1_tG_3,pghq_PFC_waste_10_1_tG_4","<b>Table G. Total Waste Tonnages and Costs for Solid Waste, Recycling, RMW and Hazardous Waste</b>",,,,,,,,,,,,Yes
10_1_tG_1,pghq_PFC_waste_10_1_tG_1,,,text,default,,,,,,,,,,,,,,Yes
10_1_tG_2,pghq_PFC_waste_10_1_tG_2,,,text,default,,,,,,,,,,,,,,Yes
10_1_tG_3,pghq_PFC_waste_10_1_tG_3,,,text,default,,,,,,,,,,,,,,Yes
10_1_tG_4,pghq_PFC_waste_10_1_tG_4,,,text,default,,,,,,,,,,,,,,Yes
10_1_tG_5,pghq_PFC_waste_10_1_tG_5,,,text,default,,,,,,,,,,,,,,Yes
10_1_tG_6,pghq_PFC_waste_10_1_tG_6,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH,pghq_PFC_waste_10_1_tH,,,container,table,",% Waste (Baseline),% Cost (Baseline), % Waste (Current),% Cost (Current);Solid Waste,pghq_PFC_waste_10_1_tH_1,pghq_PFC_waste_10_1_tH_2,pghq_PFC_waste_10_1_tH_3,pghq_PFC_waste_10_1_tH_4;Recyling,pghq_PFC_waste_10_1_tH_5,pghq_PFC_waste_10_1_tH_6,pghq_PFC_waste_10_1_tH_7,pghq_PFC_waste_10_1_tH_8;RMW,pghq_PFC_waste_10_1_tH_9,pghq_PFC_waste_10_1_tH_10,pghq_PFC_waste_10_1_tH_11,pghq_PFC_waste_10_1_tH_12;Hazardous Waste,pghq_PFC_waste_10_1_tH_13,pghq_PFC_waste_10_1_tH_14,pghq_PFC_waste_10_1_tH_15,pghq_PFC_waste_10_1_tH_16",<b>Table H. Total Waste Percentages </b>,,,,,,,,,(Each waste table total for tons and cost is divided by the totals in Table G).,,,Yes
10_1_tH_1,pghq_PFC_waste_10_1_tH_1,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_2,pghq_PFC_waste_10_1_tH_2,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_3,pghq_PFC_waste_10_1_tH_3,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_4,pghq_PFC_waste_10_1_tH_4,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_5,pghq_PFC_waste_10_1_tH_5,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_6,pghq_PFC_waste_10_1_tH_6,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_7,pghq_PFC_waste_10_1_tH_7,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_8,pghq_PFC_waste_10_1_tH_8,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_9,pghq_PFC_waste_10_1_tH_9,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_10,pghq_PFC_waste_10_1_tH_10,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_11,pghq_PFC_waste_10_1_tH_11,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_12,pghq_PFC_waste_10_1_tH_12,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_13,pghq_PFC_waste_10_1_tH_13,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_14,pghq_PFC_waste_10_1_tH_14,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_15,pghq_PFC_waste_10_1_tH_15,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_16,pghq_PFC_waste_10_1_tH_16,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_17,pghq_PFC_waste_10_1_tH_17,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_18,pghq_PFC_waste_10_1_tH_18,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_19,pghq_PFC_waste_10_1_tH_19,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_20,pghq_PFC_waste_10_1_tH_20,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_21,pghq_PFC_waste_10_1_tH_21,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_22,pghq_PFC_waste_10_1_tH_22,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_23,pghq_PFC_waste_10_1_tH_23,,,text,default,,,,,,,,,,,,,,Yes
10_1_tH_24,pghq_PFC_waste_10_1_tH_24,,,text,default,,,,,,,,,,,,,,Yes
PFC,Chemicals,,,,,,,,,,,,,,,,,,Yes
1_1,pghq_PFC_chemicals_1_1,,,html,non-numbered,,"Chemical minimization programs are an extremely important part of any sustainability program. The use of certain chemical constituents in products and materials can have significant health repercussions for building occupants, patients, staff, and the community. Please use this section of the application to highlight how the facility has begun to address the use and minimization/elimination of certain chemicals of concern.",,,,,,,,,,,,Yes
PFC,Chemicals,Policy,,,,,,,,,,,,,,,,,Yes
1_2,pghq_PFC_chemicals_1_2,,,selection,radios,,Does the facility have <b>chemical or purchasing policies</b> that identify <b>specific chemicals of concern</b> to human health and the environment?,Yes|No,,,1,,,,,,,,Yes
1_2_1,pghq_PFC_chemicals_1_2_1,pghq_PFC_chemicals_1_2,Yes,selection,checkboxes,,"Please check all <b>chemical constituents</b> included in the policy: <P>(Please note that non-chemical constituents, such as water, energy, and packaging are evaluated in the EPP portion of this application.)</P>","Mercury|Lead|Persistent Bioaccumulative Toxic substances (PBTs)|DEHP (a plasticizer found in soft plastics)|PVC (polyvinyl chloride, or PVC-plastics)|Halogenated, chlorinated or brominated flame retardants|Other phthalates (found in soft plastics)|Carcinogens, mutagens or reproductive toxins|Bisphenol-A|VOCs (volatile organic compounds)|Latex|Halogenated plastics|Perfluorinated compounds|Other chemical constituents",1|1|1|2|2|2|2|1|2|2|1|2|2|0,1|1|1|2|2|2|2|1|2|2|1|2|2|0,,,,,,,,,Yes
1_2_1_1,pghq_PFC_chemicals_1_2_1_1,pghq_PFC_chemicals_1_2_1,Other chemical constituents,text,default,,Other chemical constituent:,,1,1,,,,,,,,,Yes
1_2_1_2,pghq_PFC_chemicals_1_2_1_2,pghq_PFC_chemicals_1_2_1,Other chemical constituents,text,default,,Other chemical consittuent:,,1,1,,,,,,,,,Yes
1_2_1_3,pghq_PFC_chemicals_1_2_1_3,pghq_PFC_chemicals_1_2_1,Other chemical constituents,text,default,,Other chemical constituent:,,1,1,,,,,,,,,Yes
1_3,pghq_PFC_chemicals_1_3,,,selection,radios,,Has the facility developed a <b>fragrance-free policy</b> for staff?,Yes|No,3|3,3|0,,,,,,,,,Yes
1_3_1,pghq_PFC_chemicals_1_3_1,pghq_PFC_chemicals_1_3,Yes,file,default,,Please attach policy:,,1,1,,,,,,,,,Yes
PFC,Chemicals,Green Cleaning,,,,,,,,,,,,,,,,,Yes
2_1,pghq_PFC_chemicals_2_1,,,selection,radios,,"Has the facility, in collaboration with the <b>Infection Prevention & Control Committee</b>, instituted a <b>policy</b> and/or implementation plan that addresses <b>environmentally preferable cleaning</b> and addresses cleaning/ disinfection of major surfaces (as outlined in the Green Seal Certification Checklist, <a href=""http://www.greenseal.org/GreenBusiness/Standards.aspx?vid=ViewStandardDetail&cid=3&sid=30"">Standard GS-42</a>)?",Yes|No,2|2,2|0,,,,,,,,,Yes
2_1_1,pghq_PFC_chemicals_2_1_1,pghq_PFC_chemicals_2_1,Yes,file,default,,Please attach:,,1,1,,,,,,,,,Yes
2_2,pghq_PFC_chemicals_2_2,,,selection,radios,,Has Environmental Services collaborated with the <b>Infection Control Committee</b> to identify areas where use of <b>disinfectants can be minimized or eliminated</b>?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
2_3,pghq_PFC_chemicals_2_3,,,selection,radios,,Does the facility use <b>Green Seal or UL/EcoLogo-certified</b> cleaners?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
2_3_1,pghq_PFC_chemicals_2_3_1,pghq_PFC_chemicals_2_3,Yes,selection,checkboxes,,Please select third-party certified cleaners being used:,General purpose (hard surface) cleaners|Window/glass cleaners|Carpet and upholstery cleaners|Bathroom/restroom cleaner|Floor cleaners|Floor strippers|Floor finishes|Laundry soaps/cleaners|Liquid and foam handsoap,1|1|1|1|1|1|1|1|1,1|1|1|1|1|1|1|1|1,,,,,,,,,Yes
2_4_1,pghq_PFC_chemicals_2_4_1,pghq_PFC_chemicals_2_3,Yes,html,default,,"Please document dollars spent on <b>green cleaning products</b> last year below in Table A. Where you do not have data, <u>please leave blank</u>, do not enter zeros.",,,,,,,,,,,,Yes
2_4_2,pghq_PFC_chemicals_2_4_2,pghq_PFC_chemicals_2_3,Yes,container,table,"Procurement type,$ spent on green,$ spent on regular,% green spend of total;General purpose cleaning chemicals,pghq_PFC_chemicals_2_4_2_1,pghq_PFC_chemicals_2_4_2_2,pghq_PFC_chemicals_2_4_2_3;Bathroom/restroom cleaners,pghq_PFC_chemicals_2_4_2_4,pghq_PFC_chemicals_2_4_2_5,pghq_PFC_chemicals_2_4_2_6;Window/glass cleaners,pghq_PFC_chemicals_2_4_2_7,pghq_PFC_chemicals_2_4_2_8,pghq_PFC_chemicals_2_4_2_9;Floor cleaners,pghq_PFC_chemicals_2_4_2_10,pghq_PFC_chemicals_2_4_2_11,pghq_PFC_chemicals_2_4_2_12;Carpet cleaners,pghq_PFC_chemicals_2_4_2_13,pghq_PFC_chemicals_2_4_2_14,pghq_PFC_chemicals_2_4_2_15;Total Green Spend,pghq_PFC_chemicals_2_4_2_16,pghq_PFC_chemicals_2_4_2_17,pghq_PFC_chemicals_2_4_2_18",<b>Table A. Percent Green Spend on Cleaning Products</b>,,,,,,,,,,,,Yes
2_4_2_1,pghq_PFC_chemicals_2_4_2_1,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_2,pghq_PFC_chemicals_2_4_2_2,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_3,pghq_PFC_chemicals_2_4_2_3,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_4_2_4,pghq_PFC_chemicals_2_4_2_4,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_5,pghq_PFC_chemicals_2_4_2_5,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_6,pghq_PFC_chemicals_2_4_2_6,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_4_2_7,pghq_PFC_chemicals_2_4_2_7,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_8,pghq_PFC_chemicals_2_4_2_8,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_9,pghq_PFC_chemicals_2_4_2_9,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_4_2_10,pghq_PFC_chemicals_2_4_2_10,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_11,pghq_PFC_chemicals_2_4_2_11,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_12,pghq_PFC_chemicals_2_4_2_12,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_4_2_13,pghq_PFC_chemicals_2_4_2_13,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_14,pghq_PFC_chemicals_2_4_2_14,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,nonnegative,,,,,,,Yes
2_4_2_15,pghq_PFC_chemicals_2_4_2_15,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_4_2_16,pghq_PFC_chemicals_2_4_2_16,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_4_2_17,pghq_PFC_chemicals_2_4_2_17,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_4_2_18,pghq_PFC_chemicals_2_4_2_18,pghq_PFC_chemicals_2_3,Yes,text,default,,,,,,,,,,,,,,Yes
2_5,pghq_PFC_chemicals_2_5,,,selection,radios,,Does the facility utilize Green Seal Certified antimicrobial hand soaps<b> only in areas defined as <u>necessary</u></b> by Infection Prevention & Control Committee?,Yes|No,2|2,2|0,,,,,,,,,Yes
2_6,pghq_PFC_chemicals_2_6,,,selection,radios,,"Does the facility use <b>powered cleaning equipment</b> (scrubbers, burnishers, extractors, vacuums, power washers) that is tested by the <a href=""http://www.carpet-rug.org/commercial-customers/cleaning-and-maintenance/seal-of-approval-products/index.cfm""><b>CRI Green Label Plus program</b></a>?",Yes|No,3|3,3|0,,,,,,,,,Yes
2_7,pghq_PFC_chemicals_2_7,,,selection,radios,,Does the facility utilize <b>automatic scrubbing machines</b> that use <b>only water</b> for floor cleaning?,Yes|No,2|2,2|0,,,,,,,,,Yes
2_8,pghq_PFC_chemicals_2_8,,,selection,radios,,"Does the facility utilize <b>microfiber mops and cleaning cloths</b> as a mechanism to reduce water and chemical use, reduce cross contamination and ergonomic stress?",Yes|No,1|1,1|0,,,,,,,,,Yes
PFC,Chemicals,Sterilization and Disinfection,,,,,,,,,,,,,,,,,Yes
3_1,pghq_PFC_chemicals_3_1,,,selection,radios,,Has the facility eliminated the high-level disinfectant <b>glutaraldehyde</b> where possible to safer alternatives (as defined by the ICRA process involving Infection Prevention & Control and Employee Health)?,Yes|No,3|3,3|0,1|0,,,,,,,,Yes
3_1_1,pghq_PFC_chemicals_3_1_1,pghq_PFC_chemicals_3_1,Yes,selection,checkboxes,,What alternatives are used?,"OPA (ASP Cidex OPA, Metrex Metricide OPA)|Hydrogen peroxide|Other",,,,,,,,,,,Yes
3_1_2,pghq_PFC_chemicals_3_1_2,pghq_PFC_chemicals_3_1_1,Other,text,default,,Please describe other alternatives being utilized:,,,,,,,,,,,,Yes
3_2,pghq_PFC_chemicals_3_2,,,selection,radios,,Does the facility consider whether disinfection with <b>glutaraldehyde</b> is required during the <b>product/value analysis process</b>?,Yes|No,1|1,1|0,,,,,,,,,Yes
3_3,pghq_PFC_chemicals_3_3,,,selection,radios,,Has the facility <b>eliminated</b> where possible the use of the sterilant <b>ethylene oxide (EtO)</b> onsite while maintaining compliance with regulatory requirements?,Yes|No,3|3,3|0,1|0,,,,,,,,Yes
3_3_1,pghq_PFC_chemicals_3_3_1,pghq_PFC_chemicals_3_3,Yes,selection,checkboxes,,What alternatives are used?,Steam Sterilization|Ozone plasma (3M Optreoz with TSO3 Sterizone technology)|Low temperature hydrogen peroxide gas plasma (Sterrad)|Peracetic Acid (Steris 1 or 1E)|Other,,,,,,,,,,,Yes
3_3_2,pghq_PFC_chemicals_3_3_2,pghq_PFC_chemicals_3_3_1,Other,text,default,,Please describe other alternatives being utilized:,,,,,,,,,,,,Yes
3_4,pghq_PFC_chemicals_3_4,,,selection,radios,,Does the facility consider whether disinfection with <b>EtO</b> is required during the <b>product/value analysis process</b>?,Yes|No,2|2,2|0,,,,,,,,,Yes
3_5,pghq_PFC_chemicals_3_5,,,selection,radios,,Has the facility purchased <b>automatic machine washers/disinfectors</b> to replace manual high-level disinfection to minimize staff exposure to liquid high-level disinfectants?,Yes|No,2|2,2|0,,,,,,,,,Yes
PFC,Chemicals,Integrated Pest Management (IPM),,,,,,,,,,,,,,,,,Yes
4_1,pghq_PFC_chemicals_4_1,,,html,default,,"<b>Integrated Pest Management (IPM)</b> is an approach to managing pests that protects health and the environment. Learn more at: <a href=""http://www.ipminstitute.org/Fed_Agency_Resources/IPM_elements_guidelines.htm%20""><b>IPM Elements</b></a>",,,,,,,,,,,,Yes
4_3,pghq_PFC_chemicals_4_3,,,selection,radios,,Has the facility <b>reduced or eliminated</b> the use of <b>chemical pesticides</b> by implementing an IPM program?,Yes|No,2|2,2|0,,,,,,,,,Yes
4_4,pghq_PFC_chemicals_4_4,,,selection,radios,,Has the facility developed a <b>written IPM plan/policy</b> for the facility that includes attention to both indoor and outdoor (buildings and grounds) pest habitats and issues?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
4_4_1,pghq_PFC_chemicals_4_4_1,pghq_PFC_chemicals_4_4,Yes,file,default,,Please attach plan or policy:,,1,1,,,,,,,,,Yes
4_5,pghq_PFC_chemicals_4_5,,,selection,radios,,"Does the facility use a pest control company that is <b>third-party certified</b> as an integrated pest management (IPM) provider (e.g., <a href=""http://www.greenshieldcertified.org/"">GreenShield</a>, <a href=""http://www.ecowisecertified.org/ecowise_find.html"">EcoWise</a> (in CA), or <a href=""http://www.certifiedgreenpro.org/"">GreenPro</a>) and request certified IPM services?",Yes|No,3|3,3|0,1|0,,,,,,,,Yes
4_5_1,pghq_PFC_chemicals_4_5_1,pghq_PFC_chemicals_4_5,Yes,text,default,,Which third party certifier does the facility use?,,1,1,,,,,,,,,Yes
PFC,Chemicals,DEHP and PVC,,,,,,,,,,,,,,,,,Yes
5_1,pghq_PFC_chemicals_5_1,,,selection,radios,,Does the facility have a DEHP and/or PVC reduction program?,Yes|No,2|2,2|0,,,,,,,,,Yes
5_1_1,pghq_PFC_chemicals_5_1_1,pghq_PFC_chemicals_5_1,Yes,html,default,,Please enter <b>products or product categories</b> where these constituents of concern have been eliminated.,,,,,,,,,,,,Yes
5_1_tB,pghq_PFC_chemicals_5_1_tB,pghq_PFC_chemicals_5_1,Yes,container,table,"Material,DEHP,PVC;Medical products and supplies,pghq_PFC_chemicals_5_1_tB_1,pghq_PFC_chemicals_5_1_tB_2;Construction and renovation materials,pghq_PFC_chemicals_5_1_tB_3,pghq_PFC_chemicals_5_1_tB_4",Table B. DEHP and PVC,,,,,,,,,,,,Yes
5_1_tB_1,pghq_PFC_chemicals_5_1_tB_1,pghq_PFC_chemicals_5_1,Yes,text,default,,,,1,1,,,,,,,,,Yes
5_1_tB_2,pghq_PFC_chemicals_5_1_tB_2,pghq_PFC_chemicals_5_1,Yes,text,default,,,,1,1,,,,,,,,,Yes
5_1_tB_3,pghq_PFC_chemicals_5_1_tB_3,pghq_PFC_chemicals_5_1,Yes,text,default,,,,1,1,,,,,,,,,Yes
5_1_tB_4,pghq_PFC_chemicals_5_1_tB_4,pghq_PFC_chemicals_5_1,Yes,text,default,,,,1,1,,,,,,,,,Yes
5_2,pghq_PFC_chemicals_5_2,,,selection,radios,,Has the facility eliminated DEHP and/ or PVC from at least one product line?,Yes|No,3|3,3|0,,,,,,,,,Yes
5_2_1,pghq_PFC_chemicals_5_2_1,pghq_PFC_chemicals_5_2,Yes,selection,checkboxes,,Please select product lines:,"Breast Pumps|Enteral Nutrition Products|Parenteral Infusion Devices and Sets|General Urological (irrigation/urology sets and solutions , urinary catheters)|Exam Gloves|Umbilical Vessel Catheters|Vascular Catheters|Other",1|2|2|1|1|2|2|0,1|2|2|1|1|2|2|0,,,,,,,,,Yes
5_2_1_1,pghq_PFC_chemicals_5_2_1_1,pghq_PFC_chemicals_5_2_1,Other,text,textarea,,Please list other product lines:,,1,1,,,,,,,,,Yes
5_3,pghq_PFC_chemicals_5_3,,,selection,radios,,Does the facility purchase <b>DEHP-free products in the NICU</b>?,Yes|No,3|3,3|0,1|0,,,,,,,,Yes
5_4,pghq_PFC_chemicals_5_4,,,html,non-numbered,,"If you have answered Yes to a number of these questions and would like to apply for <b>Practice’s Greenhealth’s DEHP-Free Award</b>, please reutrn to the Dashboard, click on ""Start a new application"" and select the ""DEHP-Free Award."" This is a competitive Award, with only one winner. Scoring is structured to not discriminate against smaller hospitals.Special thanks to <b>B Braun</b> for generously sponsoring this Award.",,,,,,,,,,,,Yes
PFC,Chemicals,Other Chemical Reduction Activities,,,,,,,,,,,,,,,,,Yes
6_1,pghq_PFC_chemicals_6_1,,,selection,radios,,"Does the facility contract for, or perform internally, a <b>hazardous chemical/material audit</b> by hospital department and update at least annually?",Yes|No,3|3,3|0,1|0,,,,,,,,Yes
6_2,pghq_PFC_chemicals_6_2,,,selection,radios,,Does the facility use <b>microscale chemistry</b> or microchemistry as a strategy to reduce chemical wastes?,Yes|No,3|3,3|0,,,,,,,,,Yes
6_3,pghq_PFC_chemicals_6_3,,,selection,radios,,"Does the facility purchase <b>medical products</b> that are free of <b>chemicals of concern</b> (i.e. mattresses, positioners, apparel, drapes and curtains)?",Yes|No,1|1,1|0,,,,,,,,,Yes
6_3_1,pghq_PFC_chemicals_6_3_1,pghq_PFC_chemicals_6_3,Yes,text,textarea,,Please list products:,,1|1,1|0,,,,,,,,,Yes
6_4,pghq_PFC_chemicals_6_4,,,selection,radios,,Does the facility ask its suppliers to <b>provide purchasing reports</b> on products the organization purchased that avoid chemicals of concern?,Yes|No,3|3,3|0,,,,,,,,,Yes
6_5,pghq_PFC_chemicals_6_5,,,selection,radios,,"Does the facility purchase <b>paints, adhesives and sealants</b> that are <b>low or no VOC</b>?",Yes|No,2|2,2|0,,,,,,,,,Yes
6_6,pghq_PFC_chemicals_6_6,,,selection,radios,,Does the facility purchase <b>furniture</b> that has an <b>environmental certification or achieves LEED HC credit</b>? ,Yes|No,3|3,3|0,,,,,,,,,Yes
6_6_1,pghq_PFC_chemicals_6_6_1,pghq_PFC_chemicals_6_6,Yes,selection,checkboxes,,Choose all that apply:," BIFMA level|C2C, SMaRT|UL/Greenguard|Scientific Certification Systems|Oeko-tex|GOTS|LEED HC credit|Other",1|1|1|1|1|1|1|0,1|1|1|1|1|1|1|0,,,,,,,,,Yes
6_6_1_1,pghq_PFC_chemicals_6_6_1_1,pghq_PFC_chemicals_6_6_1,Other,text,default,,Please describe any other certification programs used.,,1,1,,,,,,,,,Yes
6_7,pghq_PFC_chemicals_6_7,,,text,textarea,,What other <b>innovative techniques or product specifications (not mentioned above)</b> are used to reduce your chemical use?,,2,2,,,,,,,,,Yes
6_8,pghq_PFC_chemicals_6_8,,,file,default,,Text: Please attach any additional documentation (optional):,,1,1,,,,,,,,,Yes
PFC,Chemicals,Mercury,,,,,,,,,,,,,,,,,Yes
7_1,pghq_PFC_chemicals_7_1,,,selection,radios,,Has the facility won the <b>Making Medicine Mercury Free Award (MMMF)</b>?,Yes|No,18|18,18|0,1|0,,,,,,,,Yes
7_1_1,pghq_PFC_chemicals_7_1_1,pghq_PFC_chemicals_7_1,Yes,text,default,,Which year was the Award won?,,,,,,,,,,,,Yes
7_1_2,pghq_PFC_chemicals_7_1_2,pghq_PFC_chemicals_7_1,No,html,non-numbered,,"The following questions must be answered in order to show that mercury has been addressed at some level at the facility to be considered for the Partner for Change Award. However, this is NOT the MMMF Award application. To apply for MMMF, click here [link to MMMF app]",,,,,,,,,,,,Yes
7_2,pghq_PFC_chemicals_7_2,pghq_PFC_chemicals_7_1,No,html,non-numbered,,<b>Note to Applicants: all requested policies in this section must be attached</b>.,,,,,,,,,,,,Yes
7_3,pghq_PFC_chemicals_7_3,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the facility established a <b>mercury-free purchasing policy</b> (a stand-alone policy or included in a broader policy with other constituents of concern)?,Yes|No,2|2,2|0,,,,,,,,,Yes
7_3_1,pghq_PFC_chemicals_7_3_1,pghq_PFC_chemicals_7_3,Yes,file,default,,Please attach:,,1,1,,,,,,,,,Yes
7_4,pghq_PFC_chemicals_7_4,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the facility established <b>protocols and written procedures for safe handling</b> of any mercury remaining onsite?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_4_1,pghq_PFC_chemicals_7_4_1,pghq_PFC_chemicals_7_4,Yes,file,default,,Please attach:,,1,1,,,,,,,,,Yes
7_5,pghq_PFC_chemicals_7_5,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the facility included proper <b>mercury disposal language in demolition contract</b> templates?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_5_1,pghq_PFC_chemicals_7_5_1,pghq_PFC_chemicals_7_5,Yes,file,default,,Please attach language:,,1,1,,,,,,,,,Yes
7_6,pghq_PFC_chemicals_7_6,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the facility included mercury-free language in <b>building and renovation contract</b> templates?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_6_1,pghq_PFC_chemicals_7_6_1,pghq_PFC_chemicals_7_6,Yes,file,default,,Please attach language:,,1,1,,,,,,,,,Yes
7_6_2,pghq_PFC_chemicals_7_6_2,pghq_PFC_chemicals_7_1,No,html,non-numbered,,<b>Mercury in the Clinical Arena</b>,,,,,,,,,,,,Yes
